county_name,correlation
Aalst,0.714780073911019
Abeokuta South,0.21280888514611762
Aberdeenshire,0.48745178286903695
Adams County,-0.11569923309359995
Adelaide City Council,-0.3215878076349669
Agrigento,0.604720561443215
Ain,-2.864264888394197e-06
Akure South,0.3333333333333333
Alacant / Alicante,-0.04749752801820539
Alachua County,-0.1772574193384166
Alameda County,-0.007169061221359338
Alanya,0.04716994251181496
Albemarle County,0.2499999999999999
Allegheny County,0.11831213107007528
Allier,-0.33333333333333326
Almeria,0.05845272613263479
Ambattur,0.5897678246195887
Amherst County,0.5708992257184501
Anderson County,-0.123277868070889
Angus,0.4028314978321909
Ankleshwar Taluka,0.5
Anne Arundel County,0.17677669529663687
Arapahoe County,0.8320502943378436
Arcadia Regional Unit,-0.2964786385002224
Area C,-0.24999999999999994
Arezzo,0.2054987341316966
Argolis Regional Unit,0.6858474219866376
Argyll and Bute,-0.09306479034911644
Ascension Parish,0.24173780831850966
Asturias,-0.21591824761972392
Athens-Clarke County,-0.4348387875900656
Atlantic County,0.5778622065546885
Aude,-0.5695161168636715
Austin County,0.05308375854739753
Aveyron,1.0
Ayrshire,0.45751906714960716
Badajoz,0.06170398394238821
Banffshire,-0.19390531221421228
Bang Kapi District,-0.375
Bang Rak District,-1.0
Bangalore North,-0.026048878254746256
Barcelona,0.029750043298426558
Bath and North East Somerset,0.4867833123001617
Bay of Cádiz,0.3111039192432931
Bedford,0.27840535347279577
Bedford County,-0.24150986848973938
Beersheba Subdistrict,-0.13097393900556376
Bell County,-0.12309149097933275
Belleville,0.137086615633382
Belluno,-0.8164965809277258
Benevento,0.5069091738017812
Benito Juárez,0.2357022603955158
Benton County,-0.3394221166510653
Bergen County,0.28366516858235186
Berks County,-0.4143653618883721
Berwickshire,0.03379213839019039
Bexar County,-0.06693251442357341
Bezirk Bludenz,-0.870388279778489
Bezirk Horgen,0.25225976273171763
Bezirk Kreuzlingen,0.06592262968836243
Bezirk Schwaz,-0.777713771047819
Blackburn with Darwen,0.43243837647696703
Blackpool,0.36502497855144894
Blaenau Gwent,0.5830098481560849
Bodrum,0.7905694150420948
Bojanala Platinum District Municipality,-0.8164965809277261
Bologna,-0.3061862178478973
Bouches-du-Rhône,0.0676015926224083
"Bournemouth, Christchurch and Poole",0.33479516186698094
Box Elder County,0.26322992125835554
Bracknell Forest,-0.02841426332967626
Bradford County,-0.07194003198604201
Brevard County,-0.16666666666666669
Bridgend,0.25911335832394183
Brig,-0.6569087955130286
Brighton and Hove,0.5544626120409575
Brindisi,0.1740776559556978
Bristol County,-0.0620249480458214
Broward County,0.06003554559490041
Brown County,0.02387049580131442
