county_fips,period,sentiment_score,cases_metric,cases_per_100k_7day_avg
01059,2020-03-08,-0.5256,0.8274522167031159,0.8274522167031159
01059,2020-03-18,0.2732,0.0,0.0
01059,2020-03-21,0.6588,0.1861767487582011,0.1861767487582011
01059,2020-04-07,-0.5719,1.3446098521425631,1.3446098521425631
01059,2020-04-21,-0.5719,1.9651990146699003,1.9651990146699003
01059,2020-05-02,-0.4767,0.6412754679449149,0.6412754679449149
01059,2020-05-04,0.0,0.0,0.0
01059,2020-05-06,0.0,0.0,0.0
01059,2020-05-07,-0.4767,0.0,0.0
01059,2020-06-02,-0.5256,1.2825509358898295,1.2825509358898295
01059,2020-06-14,0.6588,0.7860796058679601,0.7860796058679601
01059,2020-06-19,0.6588,0.7860796058679601,0.7860796058679601
01059,2020-06-23,-0.5719,0.2482356650109347,0.2482356650109347
01059,2020-07-13,0.2732,0.6826480787800706,0.6826480787800706
01059,2020-07-14,-0.4767,0.6826480787800706,0.6826480787800706
01059,2020-07-19,-0.4767,0.9515700492085832,0.9515700492085832
01059,2020-07-28,-0.4767,0.9722563546261612,0.9722563546261612
01059,2020-08-22,-0.5256,1.5101002954831864,1.5101002954831864
01059,2020-09-03,-0.5256,0.3516671920988243,0.3516671920988243
01059,2020-09-18,0.2023,0.7653933004503823,0.7653933004503823
01059,2020-10-10,0.2732,1.5101002954831866,1.5101002954831866
01059,2020-10-20,0.0,1.448041379230453,1.448041379230453
01059,2020-10-25,-0.5256,0.4964713300218695,0.4964713300218695
01059,2020-10-28,0.2732,0.3309808866812464,0.3309808866812464
01059,2020-11-01,0.0,1.3239235467249857,1.3239235467249857
01059,2020-11-14,0.2732,2.2754935959335687,2.2754935959335687
01059,2020-11-23,0.2023,1.4687276846480306,1.4687276846480306
01059,2020-11-29,-0.5256,0.8274522167031159,0.8274522167031159
02090,2020-03-02,0.2023,0.0,0.0
02090,2020-03-10,-0.4767,3.531750300400976,3.531750300400976
02090,2020-03-12,0.2732,4.070948819546162,4.070948819546162
02090,2020-03-15,0.2023,2.7768723735977128,2.7768723735977128
02090,2020-03-20,0.0,1.1323168902048928,1.1323168902048928
02090,2020-03-30,-0.5719,1.5906356314783017,1.5906356314783017
02090,2020-04-04,0.2732,0.0,0.0
02090,2020-04-17,0.2732,0.7009580748887431,0.7009580748887431
02090,2020-05-07,0.2732,0.0,0.0
02090,2020-05-08,0.0,0.0,0.0
02090,2020-05-16,0.0,0.0,0.0
02090,2020-05-24,0.6588,2.776872373597713,2.776872373597713
02090,2020-06-02,0.0,2.210713928495267,2.210713928495267
02090,2020-06-12,0.0,0.9705573344613364,0.9705573344613364
02090,2020-06-30,-0.5256,0.0,0.0
02090,2020-07-20,0.2023,1.2131966680766708,1.2131966680766708
02090,2020-07-29,0.0,0.4313588153161496,0.4313588153161496
02090,2020-08-01,-0.4767,0.0,0.0
02090,2020-08-06,0.0,1.779355113179117,1.779355113179117
02090,2020-08-07,-0.4767,2.695992595725935,2.695992595725935
02090,2020-08-13,0.6588,2.07591429870897,2.07591429870897
02090,2020-09-02,-0.5719,0.0,0.0
02090,2020-10-03,0.2023,1.7254352612645985,1.7254352612645985
02090,2020-10-10,0.6588,1.833274965093636,1.833274965093636
02090,2020-10-15,0.6588,1.3479962978629676,1.3479962978629676
02090,2020-10-17,0.2023,0.916637482546818,0.916637482546818
02090,2020-10-20,0.2732,0.83575770467504,0.83575770467504
02090,2020-10-30,-0.5256,1.7523951872218575,1.7523951872218575
02090,2020-11-03,0.0,2.4533532621106,2.4533532621106
02090,2020-11-13,-0.5256,0.3774389634016307,0.3774389634016307
02090,2020-11-16,0.2023,1.0783970382903738,1.0783970382903738
02090,2020-11-17,-0.5719,0.700958074888743,0.700958074888743
02090,2020-11-21,0.0,0.3774389634016307,0.3774389634016307
02090,2020-12-03,-0.4767,1.2940764459484486,1.2940764459484486
02090,2020-12-04,0.0,1.2940764459484486,1.2940764459484486
02090,2020-12-06,0.0,1.2940764459484486,1.2940764459484486
02090,2020-12-25,0.0,0.6739981489314835,0.6739981489314835
02230,2020-03-05,0.2732,1.4236186711775838,1.4236186711775838
02230,2020-03-13,0.6588,2.7515318854692805,2.7515318854692805
02230,2020-03-22,0.2732,0.0,0.0
02230,2020-04-12,-0.4767,0.2990795527683999,0.2990795527683999
02230,2020-04-14,-0.4767,0.2990795527683999,0.2990795527683999
02230,2020-04-23,-0.5719,1.7944773166104002,1.7944773166104002
02230,2020-05-02,0.2023,1.25613412162728,1.25613412162728
02230,2020-05-07,-0.1372,5.02453648650912,5.02453648650912
02230,2020-05-12,0.0,1.37576594273464,1.37576594273464
02230,2020-05-13,-0.5256,1.37576594273464,1.37576594273464
02230,2020-05-15,0.2732,0.0,0.0
02230,2020-05-29,-0.5719,3.2300591698987198,3.2300591698987198
02230,2020-06-01,0.6588,4.306745559864959,4.306745559864959
02230,2020-06-16,0.0,3.05061143823768,3.05061143823768
02230,2020-06-18,0.3294,3.05061143823768,3.05061143823768
02230,2020-07-09,0.466,5.323616039277519,5.323616039277519
02230,2020-07-28,0.2732,0.7177909266441599,0.7177909266441599
02230,2020-08-04,0.2732,2.15337277993248,2.15337277993248
02230,2020-08-29,0.6588,0.2990795527684,0.2990795527684
02230,2020-09-14,0.0,2.6917159749156,2.6917159749156
02230,2020-09-18,0.6588,2.6917159749156,2.6917159749156
02230,2020-10-05,-0.5256,3.64877054377448,3.64877054377448
02230,2020-10-13,0.2023,6.5797501609048,6.5797501609048
02230,2020-11-15,0.0,5.6825115025996,5.6825115025996
02230,2020-11-23,0.0,2.45245233270088,2.45245233270088
02230,2020-11-25,0.2023,2.45245233270088,2.45245233270088
02230,2020-11-26,0.2023,2.45245233270088,2.45245233270088
02230,2020-12-01,-0.5256,4.725456933740719,4.725456933740719
02230,2020-12-03,-0.4767,6.51993425035112,6.51993425035112
02230,2020-12-10,0.6588,0.8374227477515205,0.8374227477515205
02230,2020-12-23,0.2023,0.0,0.0
04007,2020-03-02,0.6588,0.0,0.0
04007,2020-03-07,0.2023,8.540114817099207,8.540114817099207
04007,2020-03-16,0.0,16.13132798785406,16.13132798785406
04007,2020-03-19,0.6588,15.182426341509702,15.182426341509702
04007,2020-03-22,-0.5256,6.879536935996584,6.879536935996584
04007,2020-03-24,0.0,9.96346728661574,9.96346728661574
04007,2020-04-11,-0.5719,8.184276699720074,8.184276699720074
04007,2020-04-20,-0.5256,0.0,0.0
04007,2020-04-22,0.0,0.0,0.0
04007,2020-04-27,0.6588,6.049247995445272,6.049247995445272
04007,2020-04-30,0.0,8.895952934478341,8.895952934478341
04007,2020-05-08,0.6588,4.863120937514828,4.863120937514828
04007,2020-05-12,-0.5719,12.335721402476636,12.335721402476636
04007,2020-05-30,0.0,6.879536935996585,6.879536935996585
04007,2020-05-31,-0.5256,6.879536935996585,6.879536935996585
04007,2020-06-06,0.2732,0.0,0.0
04007,2020-06-12,-0.2628,1.4233524695165356,1.4233524695165356
04007,2020-06-20,0.2023,7.116762347582674,7.116762347582674
04007,2020-07-15,0.0,6.760924230203541,6.760924230203541
04007,2020-08-03,0.2732,13.996299283579258,13.996299283579258
04007,2020-08-19,0.0,6.2864734070313615,6.2864734070313615
04007,2020-09-03,0.0,5.930635289652228,5.930635289652228
04007,2020-09-04,-0.4767,0.0,0.0
04007,2020-09-17,0.2732,16.487166105233193,16.487166105233193
04007,2020-09-23,0.0,0.0,0.0
04007,2020-09-26,0.0,4.863120937514827,4.863120937514827
04007,2020-09-27,0.0,10.793756227167057,10.793756227167057
04007,2020-09-28,0.0,10.793756227167057,10.793756227167057
04007,2020-09-30,0.0,10.793756227167057,10.793756227167057
04007,2020-10-02,-0.23835,21.824737865920195,21.824737865920195
04007,2020-10-18,0.2023,4.863120937514827,4.863120937514827
04007,2020-10-20,-0.5256,6.879536935996584,6.879536935996584
04007,2020-11-01,0.0,2.60947952744698,2.60947952744698
04007,2020-11-03,0.0,0.2372254115860891,0.2372254115860891
04007,2020-11-21,-0.4767,8.895952934478341,8.895952934478341
04007,2020-12-02,-0.5256,8.184276699720074,8.184276699720074
04007,2020-12-09,-0.4767,10.082079992408788,10.082079992408788
04007,2020-12-10,-0.5256,15.301039047302746,15.301039047302746
04007,2020-12-12,-0.5719,10.67514352137401,10.67514352137401
04007,2020-12-26,-0.5256,5.21895905489396,5.21895905489396
05003,2020-03-02,0.043450000000000044,8.55053661988442,8.55053661988442
05003,2020-03-03,0.2023,12.973227974997052,12.973227974997052
05003,2020-03-12,0.2023,0.0,0.0
05003,2020-03-26,0.0,5.559954846427308,5.559954846427308
05003,2020-04-02,0.0,2.864219163311037,2.864219163311037
05003,2020-04-12,-0.5719,5.138746145940391,5.138746145940391
05003,2020-04-23,0.3294,13.984128856165654,13.984128856165654
05003,2020-04-24,-0.5256,13.984128856165654,13.984128856165654
05003,2020-04-25,-0.5719,12.552019274510137,12.552019274510137
05003,2020-04-29,0.2023,4.12784526477179,4.12784526477179
05003,2020-05-02,0.0,2.0218017623372035,2.0218017623372035
05003,2020-05-10,-0.5256,11.878085353731068,11.878085353731068
05003,2020-05-12,0.2023,6.82358094788806,6.82358094788806
05003,2020-05-29,0.2732,7.244789648374977,7.244789648374977
05003,2020-06-12,0.6588,6.065405287011609,6.065405287011609
05003,2020-06-23,-0.5256,1.1793843613633688,1.1793843613633688
05003,2020-07-05,0.2023,3.87512004447964,3.87512004447964
05003,2020-07-08,0.6588,1.2636261014607524,1.2636261014607524
05003,2020-07-10,-0.5719,1.2636261014607524,1.2636261014607524
05003,2020-08-23,0.0,2.8642191633110383,2.8642191633110383
05003,2020-08-27,0.2023,3.790878304382257,3.790878304382257
05003,2020-08-30,0.2023,0.9266591410712192,0.9266591410712192
05003,2020-09-03,0.6588,1.3478678415581362,1.3478678415581362
05003,2020-09-05,0.2732,5.1387461459403925,5.1387461459403925
05003,2020-09-06,-0.5719,6.6550974676932935,6.6550974676932935
05003,2020-09-21,0.043450000000000044,7.918723569154046,7.918723569154046
05003,2020-09-28,0.2023,5.559954846427309,5.559954846427309
05003,2020-10-03,-0.5256,4.970262665745624,4.970262665745624
05003,2020-10-08,0.6588,9.435074890906948,9.435074890906948
05003,2020-10-31,0.0,3.116944383603189,3.116944383603189
05003,2020-11-03,-0.4767,3.116944383603189,3.116944383603189
05003,2020-11-14,-0.4767,2.6957356831162715,2.6957356831162715
05003,2020-12-15,0.2732,5.222987886037775,5.222987886037775
05003,2020-12-18,-0.4767,1.0109008811686022,1.0109008811686022
05003,2020-12-23,-0.4767,0.6739339207790687,0.6739339207790687
05009,2020-03-17,0.0,5.702767992700457,5.702767992700457
05009,2020-03-21,0.6588,4.674399994016768,4.674399994016768
05009,2020-04-15,0.0,9.535775987794208,9.535775987794208
05009,2020-04-20,-0.5719,6.824623991264482,6.824623991264482
05009,2020-05-06,-0.5719,2.337199997008384,2.337199997008384
05009,2020-05-09,-0.4767,3.646031995333079,3.646031995333079
05009,2020-05-10,0.0,3.739519995213414,3.739519995213414
05009,2020-05-13,0.6588,5.702767992700457,5.702767992700457
05009,2020-05-20,-0.5256,2.430687996888719,2.430687996888719
05009,2020-05-22,0.0,2.430687996888719,2.430687996888719
05009,2020-05-24,0.09106666666666667,2.430687996888719,2.430687996888719
05009,2020-06-10,-0.5256,4.393935994375762,4.393935994375762
05009,2020-06-20,0.6588,0.0,0.0
05009,2020-07-07,0.0,4.487423994256097,4.487423994256097
05009,2020-07-19,-0.5719,0.0,0.0
05009,2020-07-21,-0.5719,0.0,0.0
05009,2020-07-27,0.2732,0.0,0.0
05009,2020-07-28,-0.4767,0.0,0.0
05009,2020-07-29,-0.5719,0.0,0.0
05009,2020-08-09,0.6588,0.0,0.0
05009,2020-08-10,0.0,0.0,0.0
05009,2020-08-14,-0.5719,1.6827839978460364,1.6827839978460364
05009,2020-08-15,-0.5719,1.6827839978460364,1.6827839978460364
05009,2020-08-17,0.0,1.6827839978460364,1.6827839978460364
05009,2020-08-19,0.2732,4.393935994375762,4.393935994375762
05009,2020-08-20,-0.5256,4.393935994375762,4.393935994375762
05009,2020-08-31,-0.5256,0.0,0.0
05009,2020-09-02,0.6588,0.0,0.0
05009,2020-09-16,0.0,3.3655679956920728,3.3655679956920728
05009,2020-09-28,0.0,5.23532799329878,5.23532799329878
05009,2020-10-08,0.2023,2.9916159961707307,2.9916159961707307
05009,2020-10-14,0.2732,7.292063990666158,7.292063990666158
05009,2020-10-23,-0.5719,1.4958079980853651,1.4958079980853651
05009,2020-11-17,0.0,4.01998399485442,4.01998399485442
05009,2020-11-29,0.0,8.694383988871188,8.694383988871188
05009,2020-12-05,0.2023,0.0,0.0
05009,2020-12-19,0.6588,0.0,0.0
05009,2020-12-21,0.0,0.0,0.0
05009,2020-12-27,-0.5719,11.125071985759908,11.125071985759908
05009,2020-12-30,-0.4767,14.11668798193064,14.11668798193064
05141,2020-03-16,-0.5719,0.8791978277170828,0.8791978277170828
05141,2020-03-18,0.2732,1.1722637702894436,1.1722637702894436
05141,2020-04-10,0.0,0.6252073441543698,0.6252073441543698
05141,2020-04-13,-0.28595,0.5861318851447218,0.5861318851447218
05141,2020-04-24,-0.5719,1.5239429013762766,1.5239429013762766
05141,2020-05-03,-0.2628,0.1953772950482406,0.1953772950482406
05141,2020-05-04,-0.4767,0.1953772950482406,0.1953772950482406
05141,2020-05-15,0.2732,0.8010469096977866,0.8010469096977866
05141,2020-05-29,-0.4767,0.8401223687074346,0.8401223687074346
05141,2020-05-30,0.2023,0.8401223687074346,0.8401223687074346
05141,2020-06-02,-0.5256,0.8401223687074346,0.8401223687074346
05141,2020-06-03,0.6588,0.8401223687074346,0.8401223687074346
05141,2020-06-15,0.0,1.094112852270147,1.094112852270147
05141,2020-06-17,0.2023,2.0123861389968782,2.0123861389968782
05141,2020-07-01,0.2732,0.0,0.0
05141,2020-07-12,-0.5719,1.7974711144438136,1.7974711144438136
05141,2020-08-07,-0.5719,0.8205846392026103,0.8205846392026103
05141,2020-08-09,0.2732,0.8205846392026103,0.8205846392026103
05141,2020-08-12,-0.5719,1.074575122765323,1.074575122765323
05141,2020-08-13,-0.5719,1.074575122765323,1.074575122765323
05141,2020-08-18,-0.5256,0.1172263770289441,0.1172263770289441
05141,2020-08-21,0.0,0.72289599167849,0.72289599167849
05141,2020-08-22,-0.4767,0.7815091801929622,0.7815091801929622
05141,2020-10-03,0.2732,0.1953772950482403,0.1953772950482403
05141,2020-10-07,0.2732,0.2930659425723606,0.2930659425723606
05141,2020-10-08,0.0,0.2930659425723606,0.2930659425723606
05141,2020-10-15,0.0,1.328565606328036,1.328565606328036
05141,2020-11-09,0.6588,1.34810333583286,1.34810333583286
05141,2020-11-19,0.0,1.328565606328036,1.328565606328036
05141,2020-11-24,0.0,1.9146974914727577,1.9146974914727577
05141,2020-12-04,0.0,0.0195377295048238,0.0195377295048238
05141,2020-12-10,0.0,0.6838205326688419,0.6838205326688419
06003,2020-03-02,-0.4767,0.0,0.0
